,노출(분),상품군,판매단가,취급액,판매수량,남여,무이자/일시불,최저기온,최고기온,평균기온,강수량,미세먼지농도,소비자물가지수,시각인덱스,New상품명,공휴일 여부,휴일 여부,New요일
681,20,5,0,3728000,42,2,2,-4.8,4.2,-0.7,0,37,104.24,116,51,0,0,1
684,20,5,0,7396000,84,2,2,-4.8,4.2,-0.7,0,37,104.24,118,51,0,0,1
688,20,3,0,100341000,2011,2,2,-4.8,4.2,-0.7,0,37,104.24,124,98,0,0,1
689,20,1,4,0,0,2,1,-4.8,4.2,-0.7,0,37,104.24,126,1,0,0,1
692,20,1,5,5189000,3,2,0,-4.8,4.2,-0.7,0,37,104.24,126,1,0,0,1
695,20,1,4,3177000,3,0,1,-4.8,4.2,-0.7,0,37,104.24,128,1,0,0,1
701,20,1,4,3177000,3,2,1,-4.8,4.2,-0.7,0,37,104.24,130,1,0,0,1
703,20,1,5,45893000,25,2,1,-4.8,4.2,-0.7,0,37,104.24,130,1,0,0,1
705,20,1,6,0,0,2,1,-4.8,4.2,-0.7,0,37,104.24,130,1,0,0,1
706,20,1,6,7274000,3,2,0,-4.8,4.2,-0.7,0,37,104.24,130,1,0,0,1
707,20,6,2,13343000,27,2,2,-4.8,4.2,-0.7,0,37,104.24,132,67,0,0,1
709,20,6,2,42838000,86,2,2,-4.8,4.2,-0.7,0,37,104.24,136,67,0,0,1
712,20,5,0,44773000,561,2,2,-4.8,4.2,-0.7,0,37,104.24,142,65,0,0,1
714,20,6,0,30991000,777,2,2,-8,2.9,-2.9,0,34,104.24,2,46,0,0,2
715,20,6,0,31787000,797,2,2,-8,2.9,-2.9,0,34,104.24,4,46,0,0,2
717,20,8,1,2577000,19,2,0,-8,2.9,-2.9,0,34,104.24,6,0,0,0,2
719,20,8,1,8080000,59,2,0,-8,2.9,-2.9,0,34,104.24,8,0,0,0,2
724,20,6,0,13562000,172,2,2,-8,2.9,-2.9,0,34,104.24,40,0,0,0,2
725,20,2,0,14711000,214,2,2,-8,2.9,-2.9,0,34,104.24,42,77,0,0,2
726,20,2,0,18872000,274,2,2,-8,2.9,-2.9,0,34,104.24,44,77,0,0,2
728,20,5,0,9864000,253,2,2,-8,2.9,-2.9,0,34,104.24,48,0,0,0,2
739,20,9,1,19337000,82,2,0,-8,2.9,-2.9,0,34,104.24,58,12,0,0,2
746,20,9,1,12229000,78,2,1,-8,2.9,-2.9,0,34,104.24,66,4,0,0,2
752,20,9,1,4699000,32,2,1,-8,2.9,-2.9,0,34,104.24,68,4,0,0,2
754,20,9,1,23843000,151,2,1,-8,2.9,-2.9,0,34,104.24,70,4,0,0,2
755,20,9,1,13643000,82,2,0,-8,2.9,-2.9,0,34,104.24,70,4,0,0,2
756,20,9,1,10387000,71,2,1,-8,2.9,-2.9,0,34,104.24,70,4,0,0,2
759,30,9,0,63377000,1246,2,2,-8,2.9,-2.9,0,34,104.24,75,41,0,0,2
760,20,3,0,28419000,475,2,2,-8,2.9,-2.9,0,34,104.24,78,0,0,0,2
763,20,3,0,31261000,951,2,2,-8,2.9,-2.9,0,34,104.24,84,0,0,0,2
768,20,9,0,55902000,510,2,2,-8,2.9,-2.9,0,34,104.24,94,14,0,0,2
771,20,3,0,65174000,1089,2,2,-8,2.9,-2.9,0,34,104.24,100,0,0,0,2
773,20,3,0,53896000,884,0,2,-8,2.9,-2.9,0,34,104.24,104,76,0,0,2
774,20,3,0,45812000,752,0,2,-8,2.9,-2.9,0,34,104.24,106,76,0,0,2
776,20,3,0,43709000,1415,2,2,-8,2.9,-2.9,0,34,104.24,110,17,0,0,2
778,20,1,2,17043000,39,2,1,-8,2.9,-2.9,0,34,104.24,114,10,0,0,2
780,20,1,2,17076000,39,2,1,-8,2.9,-2.9,0,34,104.24,116,10,0,0,2
782,20,1,2,46947000,107,2,1,-8,2.9,-2.9,0,34,104.24,118,10,0,0,2
784,20,4,1,29875000,159,2,2,-8,2.9,-2.9,0,34,104.24,120,23,0,0,2
789,20,5,0,59704000,665,2,2,-8,2.9,-2.9,0,34,104.24,130,65,0,0,2
790,30,6,2,16099000,54,2,2,-8,2.9,-2.9,0,34,104.24,132,67,0,0,2
793,20,6,0,46572000,778,0,2,-8,2.9,-2.9,0,34,104.24,140,110,0,0,2
796,20,7,0,46446000,1167,2,2,-3.4,5.1,0.5,0,33,104.24,2,87,0,0,3
798,20,5,0,11419000,164,2,2,-3.4,5.1,0.5,0,33,104.24,6,65,0,0,3
799,20,5,0,20056000,287,2,2,-3.4,5.1,0.5,0,33,104.24,8,65,0,0,3
804,20,4,1,4958000,20,2,0,-3.4,5.1,0.5,0,33,104.24,38,0,0,0,3
805,20,4,1,15987000,68,2,1,-3.4,5.1,0.5,0,33,104.24,40,0,0,0,3
807,20,6,0,9446000,237,2,2,-3.4,5.1,0.5,0,33,104.24,42,84,0,0,3
809,20,6,0,19979000,501,2,2,-3.4,5.1,0.5,0,33,104.24,46,84,0,0,3
812,20,6,0,35189000,882,2,2,-3.4,5.1,0.5,0,33,104.24,52,46,0,0,3
820,20,9,1,11855000,52,2,1,-3.4,5.1,0.5,0,33,104.24,62,12,0,0,3
824,20,9,1,14762000,65,2,1,-3.4,5.1,0.5,0,33,104.24,64,12,0,0,3
827,20,2,0,31087000,451,2,2,-3.4,5.1,0.5,0,33,104.24,66,77,0,0,3
829,20,2,0,42357000,614,2,2,-3.4,5.1,0.5,0,33,104.24,70,77,0,0,3
831,20,3,0,35430000,581,2,2,-3.4,5.1,0.5,0,33,104.24,74,76,0,0,3
832,20,3,0,44029000,722,2,2,-3.4,5.1,0.5,0,33,104.24,76,76,0,0,3
837,20,3,0,39539000,1280,2,2,-3.4,5.1,0.5,0,33,104.24,86,17,0,0,3
840,20,3,0,18800000,363,2,2,-3.4,5.1,0.5,0,33,104.24,92,0,0,0,3
842,20,3,0,22942000,561,2,2,-3.4,5.1,0.5,0,33,104.24,96,0,0,0,3
843,20,3,0,51762000,1266,2,2,-3.4,5.1,0.5,0,33,104.24,98,0,0,0,3
844,20,3,0,56986000,1394,2,2,-3.4,5.1,0.5,0,33,104.24,100,0,0,0,3
847,20,3,0,51094000,1004,2,2,-3.4,5.1,0.5,0,33,104.24,106,82,0,0,3
848,20,3,0,21648000,362,2,2,-3.4,5.1,0.5,0,33,104.24,108,104,0,0,3
849,20,3,0,39806000,665,2,2,-3.4,5.1,0.5,0,33,104.24,110,104,0,0,3
851,20,9,1,6686000,43,2,1,-3.4,5.1,0.5,0,33,104.24,114,4,0,0,3
852,20,9,1,5957000,36,2,0,-3.4,5.1,0.5,0,33,104.24,114,4,0,0,3
854,20,9,1,1709000,11,2,0,-3.4,5.1,0.5,0,33,104.24,114,4,0,0,3
856,20,9,1,10686000,64,2,0,-3.4,5.1,0.5,0,33,104.24,116,4,0,0,3
857,20,9,1,5789000,40,2,1,-3.4,5.1,0.5,0,33,104.24,116,4,0,0,3
858,20,9,1,2848000,19,2,0,-3.4,5.1,0.5,0,33,104.24,116,4,0,0,3
863,20,5,0,13462000,169,2,2,-3.4,5.1,0.5,0,33,104.24,120,65,0,0,3
867,20,3,0,58844000,1180,2,2,-3.4,5.1,0.5,0,33,104.24,128,98,0,0,3
874,20,1,6,0,0,2,0,-3.4,5.1,0.5,0,33,104.24,132,1,0,0,3
875,20,1,4,3177000,3,2,1,-3.4,5.1,0.5,0,33,104.24,134,1,0,0,3
877,20,1,5,18378000,10,2,1,-3.4,5.1,0.5,0,33,104.24,134,1,0,0,3
880,20,1,6,0,0,0,0,-3.4,5.1,0.5,0,33,104.24,134,1,0,0,3
885,20,1,6,6571000,3,1,1,-3.4,5.1,0.5,0,33,104.24,136,1,0,0,3
889,20,6,2,57838000,116,2,2,-3.4,5.1,0.5,0,33,104.24,142,67,0,0,3
891,20,5,0,28608000,410,2,2,-3.4,8.1,2.1,0,54,104.24,2,65,0,0,4
892,20,5,0,31392000,450,2,2,-3.4,8.1,2.1,0,54,104.24,4,65,0,0,4
895,20,7,0,14294000,359,2,2,-3.4,8.1,2.1,0,54,104.24,10,0,0,0,4
898,20,5,0,8192000,206,2,2,-3.4,8.1,2.1,0,54,104.24,38,0,0,0,4
901,20,5,0,7100000,178,2,2,-3.4,8.1,2.1,0,54,104.24,40,0,0,0,4
904,20,6,0,7396000,186,2,2,-3.4,8.1,2.1,0,54,104.24,44,46,0,0,4
907,20,6,0,8158000,205,2,2,-3.4,8.1,2.1,0,54,104.24,46,46,0,0,4
910,20,6,1,32793000,195,2,2,-3.4,8.1,2.1,0,54,104.24,54,117,0,0,4
911,20,6,1,44617000,265,2,2,-3.4,8.1,2.1,0,54,104.24,56,117,0,0,4
912,20,6,1,75985000,450,2,2,-3.4,8.1,2.1,0,54,104.24,58,117,0,0,4
916,20,9,1,2161000,11,2,1,-3.4,8.1,2.1,0,54,104.24,60,59,0,0,4
920,20,9,1,1455000,8,2,1,-3.4,8.1,2.1,0,54,104.24,62,59,0,0,4
922,20,9,1,14823000,72,2,1,-3.4,8.1,2.1,0,54,104.24,64,59,0,0,4
924,20,9,1,7092000,36,2,1,-3.4,8.1,2.1,0,54,104.24,64,59,0,0,4
925,30,6,3,28280000,41,2,2,-3.4,8.1,2.1,0,54,104.24,66,67,0,0,4
928,20,3,0,39164000,654,2,2,-3.4,8.1,2.1,0,54,104.24,74,0,0,0,4
931,20,9,0,27295000,249,2,2,-3.4,8.1,2.1,0,54,104.24,80,14,0,0,4
941,20,3,0,76101000,769,2,2,-3.4,8.1,2.1,0,54,104.24,100,0,0,0,4
943,20,3,0,31384000,524,2,2,-3.4,8.1,2.1,0,54,104.24,104,104,0,0,4
944,20,3,0,35322000,590,2,2,-3.4,8.1,2.1,0,54,104.24,106,104,0,0,4
949,20,5,0,9001000,153,2,2,-3.4,8.1,2.1,0,54,104.24,114,53,0,0,4
951,20,5,0,16387000,278,2,2,-3.4,8.1,2.1,0,54,104.24,116,53,0,0,4
957,20,1,4,11960000,8,0,0,-3.4,8.1,2.1,0,54,104.24,122,9,0,0,4
958,20,1,4,28946000,21,1,1,-3.4,8.1,2.1,0,54,104.24,124,9,0,0,4
961,20,6,0,53923000,901,0,2,-3.4,8.1,2.1,0,54,104.24,128,110,0,0,4
964,30,6,0,73797000,1482,1,2,-3.4,8.1,2.1,0,54,104.24,135,117,0,0,4
966,20,1,3,0,0,2,0,-3.4,8.1,2.1,0,54,104.24,138,13,0,0,4
969,20,1,3,5657000,6,2,1,-3.4,8.1,2.1,0,54,104.24,140,13,0,0,4
970,20,1,3,6167000,6,2,0,-3.4,8.1,2.1,0,54,104.24,140,13,0,0,4
972,20,1,4,15232000,12,2,0,-3.4,8.1,2.1,0,54,104.24,140,13,0,0,4
973,20,1,3,22506000,23,2,1,-3.4,8.1,2.1,0,54,104.24,142,13,0,0,4
975,20,1,4,10700000,9,2,1,-3.4,8.1,2.1,0,54,104.24,142,13,0,0,4
983,20,6,0,7159000,103,2,2,-0.3,7.5,3,2.4,55,104.24,6,0,0,1,5
989,20,6,1,11612000,69,2,2,-0.3,7.5,3,2.4,55,104.24,36,117,0,1,5
990,20,6,1,23926000,142,2,2,-0.3,7.5,3,2.4,55,104.24,38,117,0,1,5
992,20,5,0,16962000,284,2,2,-0.3,7.5,3,2.4,55,104.24,42,105,0,1,5
997,20,8,1,30805000,239,2,1,-0.3,7.5,3,2.4,55,104.24,50,0,0,1,5
999,20,8,1,61780000,479,2,1,-0.3,7.5,3,2.4,55,104.24,52,0,0,1,5
1000,20,8,1,28276000,204,2,0,-0.3,7.5,3,2.4,55,104.24,52,0,0,1,5
1001,20,6,0,20079000,336,2,2,-0.3,7.5,3,2.4,55,104.24,54,110,0,1,5
1006,30,5,0,27665000,254,2,2,-0.3,7.5,3,2.4,55,104.24,66,0,0,1,5
1008,20,9,1,11663000,54,2,0,-0.3,7.5,3,2.4,55,104.24,72,59,0,1,5
1010,20,9,1,4482000,22,2,0,-0.3,7.5,3,2.4,55,104.24,72,59,0,1,5
1011,20,9,1,1458000,8,2,1,-0.3,7.5,3,2.4,55,104.24,72,59,0,1,5
1019,20,9,1,12708000,65,2,1,-0.3,7.5,3,2.4,55,104.24,76,59,0,1,5
1020,20,7,0,32454000,816,2,2,-0.3,7.5,3,2.4,55,104.24,78,87,0,1,5
1021,20,7,0,60340000,1517,0,2,-0.3,7.5,3,2.4,55,104.24,80,87,0,1,5
1024,20,9,1,3725000,17,1,1,-0.3,7.5,3,2.4,55,104.24,84,12,0,1,5
1026,20,9,1,1389000,7,1,1,-0.3,7.5,3,2.4,55,104.24,84,12,0,1,5
1028,20,9,1,5960000,27,2,1,-0.3,7.5,3,2.4,55,104.24,86,12,0,1,5
1029,20,9,1,4980000,23,2,0,-0.3,7.5,3,2.4,55,104.24,86,12,0,1,5
1030,20,9,1,6772000,33,2,1,-0.3,7.5,3,2.4,55,104.24,86,12,0,1,5
1032,20,9,1,19223000,85,2,1,-0.3,7.5,3,2.4,55,104.24,88,12,0,1,5
1033,20,9,1,9237000,43,2,0,-0.3,7.5,3,2.4,55,104.24,88,12,0,1,5
1034,20,9,1,9449000,46,2,1,-0.3,7.5,3,2.4,55,104.24,88,12,0,1,5
1037,20,5,0,20210000,253,2,2,-0.3,7.5,3,2.4,55,104.24,96,65,0,1,5
1040,20,3,0,22580000,377,2,2,-0.3,7.5,3,2.4,55,104.24,102,0,0,1,5
1043,20,3,0,26454000,647,2,2,-0.3,7.5,3,2.4,55,104.24,110,0,0,1,5
1044,20,3,0,61797000,1511,2,2,-0.3,7.5,3,2.4,55,104.24,112,0,0,1,5
1045,20,6,0,8092000,118,2,2,-0.3,7.5,3,2.4,55,104.24,114,42,0,1,5
1052,20,5,0,1879000,22,0,2,-0.3,7.5,3,2.4,55,104.24,120,51,0,1,5
1054,20,5,0,25177000,283,0,2,-0.3,7.5,3,2.4,55,104.24,122,6,0,1,5
1056,20,5,0,3376000,38,0,2,-0.3,7.5,3,2.4,55,104.24,122,19,0,1,5
1057,20,5,0,32543000,366,1,2,-0.3,7.5,3,2.4,55,104.24,124,6,0,1,5
1059,20,5,0,1887000,22,2,2,-0.3,7.5,3,2.4,55,104.24,124,19,0,1,5
1061,20,5,0,43514000,485,2,2,-0.3,7.5,3,2.4,55,104.24,128,65,0,1,5
1062,20,5,0,42279000,471,2,2,-0.3,7.5,3,2.4,55,104.24,130,65,0,1,5
1066,20,1,5,10329000,5,2,0,-0.3,7.5,3,2.4,55,104.24,132,1,0,1,5
1067,20,1,6,0,0,0,1,-0.3,7.5,3,2.4,55,104.24,132,1,0,1,5
1069,20,1,4,18862000,15,0,1,-0.3,7.5,3,2.4,55,104.24,134,1,0,1,5
1071,20,1,5,9214000,5,0,1,-0.3,7.5,3,2.4,55,104.24,134,1,0,1,5
1072,20,1,5,5189000,3,1,0,-0.3,7.5,3,2.4,55,104.24,134,1,0,1,5
1086,20,6,0,17644000,295,2,2,-0.3,7.5,3,2.4,55,104.24,142,44,0,1,5
1087,20,5,0,16483000,139,2,2,-3.2,8.2,1.3,0,70,104.24,0,65,0,1,6
1088,20,5,0,58088000,489,2,2,-3.2,8.2,1.3,0,70,104.24,2,65,0,1,6
1095,20,8,1,6723000,49,2,0,-3.2,8.2,1.3,0,70,104.24,10,107,0,1,6
1098,20,6,0,4470000,113,2,2,-3.2,8.2,1.3,0,70,104.24,38,46,0,1,6
1100,20,6,0,6636000,167,2,2,-3.2,8.2,1.3,0,70,104.24,40,46,0,1,6
1102,20,6,0,2860000,42,2,2,-3.2,8.2,1.3,0,70,104.24,42,42,0,1,6
1103,20,6,0,3871000,57,2,2,-3.2,8.2,1.3,0,70,104.24,42,42,0,1,6
1107,20,6,0,14363000,209,2,2,-3.2,8.2,1.3,0,70,104.24,46,42,0,1,6
1110,20,8,1,11693000,91,2,1,-3.2,8.2,1.3,0,70,104.24,54,107,0,1,6
1111,20,8,1,7251000,53,2,0,-3.2,8.2,1.3,0,70,104.24,54,107,0,1,6
1113,20,8,1,13624000,99,2,0,-3.2,8.2,1.3,0,70,104.24,56,107,0,1,6
1115,20,8,1,17718000,128,2,0,-3.2,8.2,1.3,0,70,104.24,58,107,0,1,6
1120,20,9,1,5195000,23,2,1,-3.2,8.2,1.3,0,70,104.24,66,12,0,1,6
1121,20,9,1,3590000,17,2,0,-3.2,8.2,1.3,0,70,104.24,66,12,0,1,6
1122,20,9,1,4080000,20,2,1,-3.2,8.2,1.3,0,70,104.24,66,12,0,1,6
1123,20,9,1,30120000,127,2,0,-3.2,8.2,1.3,0,70,104.24,68,12,0,1,6
1130,20,9,1,8114000,40,2,1,-3.2,8.2,1.3,0,70,104.24,70,12,0,1,6
1134,20,1,2,17076000,39,2,1,-3.2,8.2,1.3,0,70,104.24,78,10,0,1,6
1137,20,1,2,31871000,66,2,0,-3.2,8.2,1.3,0,70,104.24,80,10,0,1,6
1140,30,5,0,37409000,635,2,2,-3.2,8.2,1.3,0,70,104.24,84,65,0,1,6
1142,30,6,0,33384000,671,2,2,-3.2,8.2,1.3,0,70,104.24,90,117,0,1,6
1145,20,3,0,115266000,2889,2,2,-3.2,8.2,1.3,0,70,104.24,98,93,0,1,6
1150,20,9,1,12782000,81,2,1,-3.2,8.2,1.3,0,70,104.24,108,4,0,1,6
1151,20,9,1,8935000,54,2,0,-3.2,8.2,1.3,0,70,104.24,108,4,0,1,6
1154,20,9,1,26075000,166,2,1,-3.2,8.2,1.3,0,70,104.24,110,4,0,1,6
1156,20,9,1,8338000,57,2,1,-3.2,8.2,1.3,0,70,104.24,110,4,0,1,6
1158,20,9,1,27214000,173,2,1,-3.2,8.2,1.3,0,70,104.24,112,4,0,1,6
1159,20,9,1,8365000,50,2,0,-3.2,8.2,1.3,0,70,104.24,112,4,0,1,6
1163,20,9,1,19178000,146,2,1,-3.2,8.2,1.3,0,70,104.24,114,21,0,1,6
1164,20,9,1,40597000,295,2,0,-3.2,8.2,1.3,0,70,104.24,116,21,0,1,6
1166,20,9,1,78776000,571,2,0,-3.2,8.2,1.3,0,70,104.24,118,21,0,1,6
1171,20,5,0,18792000,212,2,2,-3.2,8.2,1.3,0,70,104.24,122,6,0,1,6
1174,20,5,0,32554000,366,2,2,-3.2,8.2,1.3,0,70,104.24,124,6,0,1,6
1175,20,5,0,3343000,38,2,2,-3.2,8.2,1.3,0,70,104.24,124,51,0,1,6
1177,30,5,0,25673000,236,2,2,-3.2,8.2,1.3,0,70,104.24,126,0,0,1,6
1178,30,5,0,58041000,533,2,2,-3.2,8.2,1.3,0,70,104.24,129,0,0,1,6
1179,20,4,1,18916000,101,2,2,-3.2,8.2,1.3,0,70,104.24,132,23,0,1,6
1182,30,6,3,43241000,62,2,2,-3.2,8.2,1.3,0,70,104.24,138,67,0,1,6
1185,30,9,1,12046000,72,2,1,-4.1,7.5,1,0,98,104.24,0,0,0,0,0
1188,30,9,0,600000,7,2,0,-4.1,7.5,1,0,98,104.24,0,0,0,0,0
1193,30,9,0,9267000,78,2,1,-4.1,7.5,1,0,98,104.24,3,0,0,0,0
1196,20,3,0,14123000,322,2,2,-4.1,7.5,1,0,98,104.24,6,0,0,0,0
1197,20,3,0,16360000,373,2,2,-4.1,7.5,1,0,98,104.24,8,0,0,0,0
1198,20,3,0,19156000,437,2,2,-4.1,7.5,1,0,98,104.24,10,0,0,0,0
1199,20,2,0,5844000,115,2,2,-4.1,7.5,1,0,98,104.24,36,0,0,0,0
1207,20,6,1,43093000,255,2,2,-4.1,7.5,1,0,98,104.24,52,117,0,0,0
1209,20,9,1,3740000,17,2,1,-4.1,7.5,1,0,98,104.24,54,12,0,0,0
1216,20,9,1,10063000,43,2,0,-4.1,7.5,1,0,98,104.24,58,12,0,0,0
1217,20,9,1,8150000,36,2,1,-4.1,7.5,1,0,98,104.24,58,12,0,0,0
1219,20,9,1,2058000,10,2,1,-4.1,7.5,1,0,98,104.24,58,12,0,0,0
1224,30,5,0,67720000,1148,2,2,-4.1,7.5,1,0,98,104.24,69,65,0,0,0
1228,20,3,0,35000000,1133,2,2,-4.1,7.5,1,0,98,104.24,78,17,0,0,0
1229,20,3,0,42182000,1366,2,2,-4.1,7.5,1,0,98,104.24,80,17,0,0,0
1230,20,3,0,44763000,1449,2,2,-4.1,7.5,1,0,98,104.24,82,17,0,0,0
1241,20,3,0,52589000,1034,2,2,-4.1,7.5,1,0,98,104.24,104,82,0,0,0
1246,20,9,1,2860000,15,0,1,-4.1,7.5,1,0,98,104.24,108,59,0,0,0
1248,20,9,1,20004000,97,2,1,-4.1,7.5,1,0,98,104.24,110,59,0,0,0
1252,20,9,1,25163000,121,2,1,-4.1,7.5,1,0,98,104.24,112,59,0,0,0
1254,20,9,1,9891000,50,2,1,-4.1,7.5,1,0,98,104.24,112,59,0,0,0
1255,20,4,1,22664000,120,2,2,-4.1,7.5,1,0,98,104.24,114,23,0,0,0
1256,20,4,1,37428000,199,2,2,-4.1,7.5,1,0,98,104.24,116,23,0,0,0
1258,30,6,0,31711000,637,2,2,-4.1,7.5,1,0,98,104.24,120,117,0,0,0
1262,20,3,0,116925000,2344,2,2,-4.1,7.5,1,0,98,104.24,130,98,0,0,0
1265,20,1,2,24190000,56,2,1,-4.1,7.5,1,0,98,104.24,134,10,0,0,0
1266,20,1,2,15994000,33,2,0,-4.1,7.5,1,0,98,104.24,134,10,0,0,0
1270,20,6,2,24848000,50,2,2,-4.1,7.5,1,0,98,104.24,140,67,0,0,0
1275,20,6,0,10713000,269,2,2,-3.9,6.1,0.9,0.1,88,104.24,6,46,0,0,1
1276,20,6,0,13588000,341,2,2,-3.9,6.1,0.9,0.1,88,104.24,8,46,0,0,1
1278,20,2,0,11989000,161,2,2,-3.9,6.1,0.9,0.1,88,104.24,36,0,0,0,1
1280,20,2,0,20125000,269,2,2,-3.9,6.1,0.9,0.1,88,104.24,40,0,0,0,1
1281,20,8,1,6666000,52,2,1,-3.9,6.1,0.9,0.1,88,104.24,42,0,0,0,1
1283,20,8,1,13403000,104,2,1,-3.9,6.1,0.9,0.1,88,104.24,44,0,0,0,1
1285,20,8,1,20373000,158,2,1,-3.9,6.1,0.9,0.1,88,104.24,46,0,0,0,1
1289,20,2,0,24066000,349,2,2,-3.9,6.1,0.9,0.1,88,104.24,52,77,0,0,1
1290,20,9,0,4261000,48,2,0,-3.9,6.1,0.9,0.1,88,104.24,54,0,0,0,1
1295,20,9,0,15638000,187,2,1,-3.9,6.1,0.9,0.1,88,104.24,58,0,0,0,1
1298,20,9,1,3184000,22,2,1,-3.9,6.1,0.9,0.1,88,104.24,60,4,0,0,1
1299,20,9,1,1725000,11,2,0,-3.9,6.1,0.9,0.1,88,104.24,60,4,0,0,1
1304,20,9,1,25001000,159,2,1,-3.9,6.1,0.9,0.1,88,104.24,64,4,0,0,1
1306,20,9,1,9938000,68,2,1,-3.9,6.1,0.9,0.1,88,104.24,64,4,0,0,1
1308,30,6,0,25134000,505,2,2,-3.9,6.1,0.9,0.1,88,104.24,66,117,0,0,1
1310,20,9,0,12844000,144,2,2,-3.9,6.1,0.9,0.1,88,104.24,72,21,0,0,1
1315,20,9,1,4292000,20,2,0,-3.9,6.1,0.9,0.1,88,104.24,78,12,0,0,1
1318,20,9,1,6680000,30,0,1,-3.9,6.1,0.9,0.1,88,104.24,80,12,0,0,1
1325,20,3,0,26462000,805,2,2,-3.9,6.1,0.9,0.1,88,104.24,84,0,0,0,1
1326,20,3,0,49763000,1513,2,2,-3.9,6.1,0.9,0.1,88,104.24,86,0,0,0,1
1327,20,3,0,46911000,1426,2,2,-3.9,6.1,0.9,0.1,88,104.24,88,0,0,0,1
1328,20,3,0,30661000,503,2,2,-3.9,6.1,0.9,0.1,88,104.24,90,76,0,0,1
1330,20,3,0,57185000,938,2,2,-3.9,6.1,0.9,0.1,88,104.24,94,76,0,0,1
1331,20,3,0,30818000,998,2,2,-3.9,6.1,0.9,0.1,88,104.24,96,17,0,0,1
1336,20,3,0,64087000,668,2,2,-3.9,6.1,0.9,0.1,88,104.24,106,0,0,0,1
1337,20,3,0,32615000,798,2,2,-3.9,6.1,0.9,0.1,88,104.24,108,90,0,0,1
1338,20,3,0,46141000,1129,2,2,-3.9,6.1,0.9,0.1,88,104.24,110,90,0,0,1
1339,20,3,0,68225000,1669,2,2,-3.9,6.1,0.9,0.1,88,104.24,112,90,0,0,1
1342,20,5,0,46449000,788,2,2,-3.9,6.1,0.9,0.1,88,104.24,116,6,0,0,1
1347,20,6,0,6314000,91,2,2,-3.9,6.1,0.9,0.1,88,104.24,120,0,0,0,1
1348,20,6,0,12909000,185,2,2,-3.9,6.1,0.9,0.1,88,104.24,122,0,0,0,1
1349,20,6,0,12827000,184,2,2,-3.9,6.1,0.9,0.1,88,104.24,122,0,0,0,1
1351,20,6,0,16172000,232,2,2,-3.9,6.1,0.9,0.1,88,104.24,124,0,0,0,1
1353,20,6,0,42081000,703,2,2,-3.9,6.1,0.9,0.1,88,104.24,128,110,0,0,1
1355,20,1,4,0,0,0,1,-3.9,6.1,0.9,0.1,88,104.24,132,1,0,0,1
1357,20,1,5,4656000,3,0,1,-3.9,6.1,0.9,0.1,88,104.24,132,1,0,0,1
1363,20,1,5,13820000,8,2,1,-3.9,6.1,0.9,0.1,88,104.24,134,1,0,0,1
1365,20,1,6,13093000,5,2,1,-3.9,6.1,0.9,0.1,88,104.24,134,1,0,0,1
1367,20,1,4,9432000,8,2,1,-3.9,6.1,0.9,0.1,88,104.24,136,1,0,0,1
1368,20,1,4,13941000,10,2,0,-3.9,6.1,0.9,0.1,88,104.24,136,1,0,0,1
1370,20,1,5,41190000,20,2,0,-3.9,6.1,0.9,0.1,88,104.24,136,1,0,0,1
1372,20,1,6,7299000,3,2,0,-3.9,6.1,0.9,0.1,88,104.24,136,1,0,0,1
1374,20,1,3,6167000,6,2,0,-3.9,6.1,0.9,0.1,88,104.24,138,13,0,0,1
1380,20,1,4,41801000,31,2,0,-3.9,6.1,0.9,0.1,88,104.24,140,13,0,0,1
1383,20,1,4,42344000,34,2,1,-3.9,6.1,0.9,0.1,88,104.24,142,13,0,0,1
1384,20,1,4,68111000,51,2,0,-3.9,6.1,0.9,0.1,88,104.24,142,13,0,0,1
1385,20,7,0,23561000,592,2,2,-7.9,1.7,-3.2,0,36,104.24,0,87,0,0,2
1386,20,7,0,37576000,945,2,2,-7.9,1.7,-3.2,0,36,104.24,2,87,0,0,2
1388,20,6,0,3556000,90,2,2,-7.9,1.7,-3.2,0,36,104.24,6,46,0,0,2
1389,20,6,0,3427000,86,2,2,-7.9,1.7,-3.2,0,36,104.24,6,46,0,0,2
1393,20,6,0,5986000,151,2,2,-7.9,1.7,-3.2,0,36,104.24,10,46,0,0,2
1396,20,5,0,23166000,387,2,2,-7.9,1.7,-3.2,0,36,104.24,40,105,0,0,2
1398,20,7,0,25010000,629,2,2,-7.9,1.7,-3.2,0,36,104.24,44,87,0,0,2
1399,20,7,0,27609000,694,2,2,-7.9,1.7,-3.2,0,36,104.24,46,87,0,0,2
1406,20,9,1,7795000,36,2,0,-7.9,1.7,-3.2,0,36,104.24,60,59,0,0,2
1407,20,9,1,5955000,29,2,1,-7.9,1.7,-3.2,0,36,104.24,60,59,0,0,2
1409,20,9,1,2164000,11,2,1,-7.9,1.7,-3.2,0,36,104.24,60,59,0,0,2
1413,20,9,1,4978000,26,2,1,-7.9,1.7,-3.2,0,36,104.24,62,59,0,0,2
1419,20,9,1,3725000,17,2,1,-7.9,1.7,-3.2,0,36,104.24,66,12,0,0,2
1423,20,9,1,12638000,56,2,1,-7.9,1.7,-3.2,0,36,104.24,68,12,0,0,2
1424,20,9,1,6399000,30,2,0,-7.9,1.7,-3.2,0,36,104.24,68,12,0,0,2
1425,20,9,1,9431000,46,2,1,-7.9,1.7,-3.2,0,36,104.24,68,12,0,0,2
